-7.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.000000000000000000e+00 5.000000000000000278e-02 4.572741414658199608e-05
-7.000000000000000000e+00 1.000000000000000056e-01 9.226277785018071557e-05
-7.000000000000000000e+00 1.500000000000000222e-01 1.404550004348264873e-04
-7.000000000000000000e+00 2.000000000000000111e-01 1.912381966284537680e-04
-7.000000000000000000e+00 2.500000000000000000e-01 2.456828509832155319e-04
-7.000000000000000000e+00 3.000000000000000444e-01 3.050582718165880422e-04
-7.000000000000000000e+00 3.500000000000000333e-01 3.709119276188765414e-04
-7.000000000000000000e+00 4.000000000000000222e-01 4.451731220952818437e-04
-7.000000000000000000e+00 4.500000000000000111e-01 5.302912100027724505e-04
-7.000000000000000000e+00 5.000000000000000000e-01 6.294225458244743013e-04
-7.000000000000000000e+00 5.500000000000000444e-01 7.466861228760110014e-04
-7.000000000000000000e+00 6.000000000000000888e-01 8.875161797020324206e-04
-7.000000000000000000e+00 6.500000000000000222e-01 1.059152058331976022e-03
-7.000000000000000000e+00 7.000000000000000666e-01 1.271322946774061354e-03
-7.000000000000000000e+00 7.500000000000000000e-01 1.537210225661726510e-03
-7.000000000000000000e+00 8.000000000000000444e-01 1.874806444799261788e-03
-7.000000000000000000e+00 8.500000000000000888e-01 2.308842507349799077e-03
-7.000000000000000000e+00 9.000000000000000222e-01 2.873530676730187954e-03
-7.000000000000000000e+00 9.500000000000000666e-01 3.616480915132207468e-03
-7.000000000000000000e+00 1.000000000000000000e+00 4.604306578199501149e-03
-7.000000000000000000e+00 1.050000000000000044e+00 5.930663485127231002e-03
-7.000000000000000000e+00 1.100000000000000089e+00 7.727793039225450307e-03
-7.000000000000000000e+00 1.150000000000000133e+00 1.018310574420270252e-02
-7.000000000000000000e+00 1.200000000000000178e+00 1.356300115562010522e-02
-7.000000000000000000e+00 1.250000000000000000e+00 1.824704771121763922e-02
-7.000000000000000000e+00 1.300000000000000044e+00 2.477693758224350923e-02
-7.000000000000000000e+00 1.350000000000000089e+00 3.392641085809738888e-02
-7.000000000000000000e+00 1.400000000000000133e+00 4.680076161980754879e-02
-7.000000000000000000e+00 1.450000000000000178e+00 6.497777353867917327e-02
-7.000000000000000000e+00 1.500000000000000000e+00 9.070617872058195363e-02
-7.000000000000000000e+00 1.550000000000000044e+00 1.271831790615193525e-01
